# Responsive score, Archetype-ID, Computational time
8.000000000000000444e-01 3.000000000000000000e+00 1.029772152999999889e+03
1.000000000000000000e+00 4.000000000000000000e+00 4.008017887999999857e+03
1.000000000000000000e+00 4.000000000000000000e+00 4.030756283000000167e+03
1.000000000000000000e+00 3.000000000000000000e+00 5.734120400000000473e+02
