# Responsive score, Archetype-ID, Computational time
1.000000000000000000e+00 1.000000000000000000e+00 2.791199999999999931e-02
0.000000000000000000e+00 1.100000000000000000e+01 0.000000000000000000e+00
5.714285714285713969e-01 3.000000000000000000e+00 7.572282000000000401e+00
6.666666666666666297e-01 8.000000000000000000e+00 3.490900000000000253e-02
6.666666666666666297e-01 5.000000000000000000e+00 9.190099999999999658e-02
1.000000000000000000e+00 1.000000000000000000e+00 7.976999999999999716e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
6.666666666666666297e-01 5.000000000000000000e+00 1.994699999999999945e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.981000000000000247e-03
6.666666666666666297e-01 8.000000000000000000e+00 7.878899999999999793e-02
6.666666666666666297e-01 8.000000000000000000e+00 3.390699999999999964e-02
6.666666666666666297e-01 8.000000000000000000e+00 2.589800000000000088e-02
1.000000000000000000e+00 5.000000000000000000e+00 9.008000000000000382e-03
6.666666666666666297e-01 1.000000000000000000e+00 4.691200000000000231e-02
6.666666666666666297e-01 5.000000000000000000e+00 9.475000000000000089e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 1.000000000000000000e+00 7.974999999999999450e-03
5.000000000000000000e-01 2.000000000000000000e+00 2.854010000000000158e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.974999999999999450e-03
5.999999999999999778e-01 3.000000000000000000e+00 4.419350000000000223e-01
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 2.000000000000000000e+00 8.477300000000000113e-02
1.000000000000000000e+00 1.000000000000000000e+00 5.983999999999999736e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
2.500000000000000000e-01 8.000000000000000000e+00 1.747660000000000047e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.979999999999999247e-03
7.500000000000000000e-01 2.000000000000000000e+00 5.255950000000000344e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00
3.333333333333333148e-01 5.000000000000000000e+00 5.585099999999999787e-02
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
1.000000000000000000e+00 1.000000000000000000e+00 6.981000000000000226e-03
1.000000000000000000e+00 5.000000000000000000e+00 8.975999999999999604e-03
2.000000000000000111e-01 8.000000000000000000e+00 1.110179000000000027e+00
6.666666666666666297e-01 3.000000000000000000e+00 1.395629000000000008e+00
1.000000000000000000e+00 1.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978000000000000716e-03
1.000000000000000000e+00 5.000000000000000000e+00 8.942999999999999561e-03
1.000000000000000000e+00 8.000000000000000000e+00 5.017999999999999891e-03
1.000000000000000000e+00 1.000000000000000000e+00 6.981000000000000226e-03
1.000000000000000000e+00 1.000000000000000000e+00 4.988000000000000246e-03
1.000000000000000000e+00 1.000000000000000000e+00 5.990999999999999798e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.978999999999999919e-03
6.666666666666666297e-01 8.000000000000000000e+00 4.288600000000000051e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.979999999999999247e-03
6.666666666666666297e-01 5.000000000000000000e+00 1.216740000000000044e-01
2.500000000000000000e-01 8.000000000000000000e+00 2.513259999999999939e-01
6.666666666666666297e-01 8.000000000000000000e+00 4.288600000000000051e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 4.000000000000000000e+00 1.233845999999999998e+00
1.000000000000000000e+00 4.000000000000000000e+00 3.510610000000000119e-01
6.666666666666666297e-01 5.000000000000000000e+00 4.487900000000000222e-02
1.000000000000000000e+00 4.000000000000000000e+00 9.976709999999999745e-01
1.000000000000000000e+00 3.000000000000000000e+00 2.872270000000000101e-01
6.666666666666666297e-01 1.000000000000000000e+00 9.175600000000000422e-02
1.000000000000000000e+00 1.000000000000000000e+00 5.983999999999999736e-03
1.000000000000000000e+00 2.000000000000000000e+00 6.681800000000000239e-02
1.000000000000000000e+00 5.000000000000000000e+00 8.978999999999999135e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.981000000000000247e-03
8.000000000000000444e-01 3.000000000000000000e+00 5.367140000000000244e-01
6.666666666666666297e-01 5.000000000000000000e+00 4.089000000000000273e-02
1.000000000000000000e+00 1.000000000000000000e+00 4.989999999999999644e-03
5.714285714285713969e-01 3.000000000000000000e+00 3.075073999999999863e+00
4.000000000000000222e-01 2.000000000000000000e+00 6.499779999999999447e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.990999999999999777e-03
6.666666666666666297e-01 5.000000000000000000e+00 8.377400000000000124e-02
1.000000000000000000e+00 4.000000000000000000e+00 1.148117000000000054e+00
6.666666666666666297e-01 1.000000000000000000e+00 4.886999999999999678e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.976999999999999716e-03
1.000000000000000000e+00 3.000000000000000000e+00 4.868199999999999750e-01
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
1.000000000000000000e+00 3.000000000000000000e+00 5.146230000000000526e-01
6.666666666666666297e-01 5.000000000000000000e+00 9.474599999999999689e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.976999999999999716e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.991999999999999910e-03
1.000000000000000000e+00 8.000000000000000000e+00 6.980000000000000093e-03
3.333333333333333148e-01 5.000000000000000000e+00 5.185700000000000032e-02
1.000000000000000000e+00 1.000000000000000000e+00 4.990999999999999777e-03
1.000000000000000000e+00 1.000000000000000000e+00 5.986000000000000001e-03
4.000000000000000222e-01 8.000000000000000000e+00 9.608060000000000489e-01
1.000000000000000000e+00 1.000000000000000000e+00 6.980000000000000093e-03
1.000000000000000000e+00 8.000000000000000000e+00 5.984999999999999869e-03
1.000000000000000000e+00 1.000000000000000000e+00 3.988000000000000225e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.000000000000000000e+00 6.782399999999999540e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.972999999999999185e-03
1.000000000000000000e+00 8.000000000000000000e+00 5.952999999999999958e-03
3.333333333333333148e-01 8.000000000000000000e+00 8.580100000000000227e-02
6.666666666666666297e-01 1.000000000000000000e+00 9.075800000000000534e-02
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978999999999999981e-03
8.000000000000000444e-01 3.000000000000000000e+00 4.875950000000000006e-01
6.666666666666666297e-01 1.000000000000000000e+00 4.986600000000000060e-02
3.333333333333333148e-01 8.000000000000000000e+00 8.477300000000000113e-02
8.000000000000000444e-01 3.000000000000000000e+00 6.798490000000000366e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.983999999999999736e-03
1.000000000000000000e+00 1.000000000000000000e+00 8.975000000000000339e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
1.000000000000000000e+00 3.000000000000000000e+00 2.723729999999999762e-01
6.666666666666666297e-01 5.000000000000000000e+00 6.981500000000000206e-02
1.000000000000000000e+00 1.000000000000000000e+00 6.980000000000000093e-03
1.000000000000000000e+00 5.000000000000000000e+00 8.977999999999999869e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978000000000000716e-03
1.000000000000000000e+00 1.000000000000000000e+00 6.980000000000000093e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978000000000000716e-03
1.000000000000000000e+00 3.000000000000000000e+00 2.952170000000000072e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.972999999999999185e-03
1.000000000000000000e+00 5.000000000000000000e+00 8.975000000000000339e-03
3.333333333333333148e-01 5.000000000000000000e+00 5.585099999999999787e-02
1.000000000000000000e+00 8.000000000000000000e+00 8.978999999999999135e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.976000000000000451e-03
1.000000000000000000e+00 2.000000000000000000e+00 7.878999999999999893e-02
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
1.000000000000000000e+00 8.000000000000000000e+00 4.987000000000000113e-03
5.000000000000000000e-01 8.000000000000000000e+00 1.944780000000000120e-01
1.000000000000000000e+00 5.000000000000000000e+00 7.990000000000000574e-03
1.000000000000000000e+00 3.000000000000000000e+00 4.862679999999999780e-01
3.333333333333333148e-01 1.000000000000000000e+00 6.739199999999999358e-02
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.978000000000000716e-03
1.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 2.000000000000000000e+00 4.410589999999999788e-01
1.000000000000000000e+00 8.000000000000000000e+00 4.985999999999999981e-03
